lga_2016,state,industry_people,industry_type,industry_type_full,lga_total_industry_people
64610,6,270,hospitality,accommodation_and_food_services,5496
64810,6,421,hospitality,accommodation_and_food_services,6323
65010,6,123,hospitality,accommodation_and_food_services,2599
65210,6,108,hospitality,accommodation_and_food_services,797
65410,6,295,hospitality,accommodation_and_food_services,5342
65610,6,229,hospitality,accommodation_and_food_services,1515
65810,6,677,hospitality,accommodation_and_food_services,9856
69499,6,26,hospitality,accommodation_and_food_services,247
69799,6,0,hospitality,accommodation_and_food_services,47
70200,7,833,hospitality,accommodation_and_food_services,12608
70420,7,85,hospitality,accommodation_and_food_services,1897
70540,7,0,hospitality,accommodation_and_food_services,12
70620,7,5,hospitality,accommodation_and_food_services,792
70700,7,49,hospitality,accommodation_and_food_services,455
71000,7,3388,hospitality,accommodation_and_food_services,42081
71300,7,20,hospitality,accommodation_and_food_services,1480
72200,7,256,hospitality,accommodation_and_food_services,4120
72300,7,404,hospitality,accommodation_and_food_services,11746
72330,7,90,hospitality,accommodation_and_food_services,1144
72800,7,888,hospitality,accommodation_and_food_services,17296
73600,7,80,hospitality,accommodation_and_food_services,1437
74050,7,12,hospitality,accommodation_and_food_services,524
74550,7,46,hospitality,accommodation_and_food_services,743
74560,7,8,hospitality,accommodation_and_food_services,228
74660,7,97,hospitality,accommodation_and_food_services,1451
74680,7,19,hospitality,accommodation_and_food_services,452
79399,7,592,hospitality,accommodation_and_food_services,3636
79499,7,86,hospitality,accommodation_and_food_services,574
79799,7,0,hospitality,accommodation_and_food_services,28
89399,8,13391,hospitality,accommodation_and_food_services,205419
89499,8,11,hospitality,accommodation_and_food_services,202
89799,8,0,hospitality,accommodation_and_food_services,0
99399,9,251,hospitality,accommodation_and_food_services,2151
99499,9,0,hospitality,accommodation_and_food_services,11
99799,9,0,hospitality,accommodation_and_food_services,6
10050,1,690,administrative services,administrative_and_support_services,22907
10130,1,410,administrative services,administrative_and_support_services,12327
10250,1,552,administrative services,administrative_and_support_services,17463
10300,1,17,administrative services,administrative_and_support_services,982
10470,1,546,administrative services,administrative_and_support_services,18165
10550,1,427,administrative services,administrative_and_support_services,13153
10600,1,180,administrative services,administrative_and_support_services,4890
10650,1,68,administrative services,administrative_and_support_services,3282
10750,1,5200,administrative services,administrative_and_support_services,151468
10800,1,50,administrative services,administrative_and_support_services,2541
10850,1,85,administrative services,administrative_and_support_services,3222
10900,1,1105,administrative services,administrative_and_support_services,35860
10950,1,19,administrative services,administrative_and_support_services,1173
11100,1,995,administrative services,administrative_and_support_services,22963
11150,1,31,administrative services,administrative_and_support_services,1000
11200,1,13,administrative services,administrative_and_support_services,498
11250,1,207,administrative services,administrative_and_support_services,6902
11300,1,736,administrative services,administrative_and_support_services,17174
11350,1,631,administrative services,administrative_and_support_services,13557
11400,1,155,administrative services,administrative_and_support_services,6032
11450,1,1143,administrative services,administrative_and_support_services,40014
11500,1,2510,administrative services,administrative_and_support_services,68841
11520,1,1519,administrative services,administrative_and_support_services,44699
11570,1,5457,administrative services,administrative_and_support_services,138192
11600,1,44,administrative services,administrative_and_support_services,1384
11650,1,4980,administrative services,administrative_and_support_services,139593
11700,1,14,administrative services,administrative_and_support_services,564
11720,1,893,administrative services,administrative_and_support_services,21626
11730,1,574,administrative services,administrative_and_support_services,17565
11750,1,53,administrative services,administrative_and_support_services,2014
11800,1,1028,administrative services,administrative_and_support_services,29620
12000,1,38,administrative services,administrative_and_support_services,1728
12150,1,26,administrative services,administrative_and_support_services,1419
12350,1,126,administrative services,administrative_and_support_services,4811
12380,1,3552,administrative services,administrative_and_support_services,86838
12700,1,120,administrative services,administrative_and_support_services,3885
12730,1,85,administrative services,administrative_and_support_services,3812
12750,1,519,administrative services,administrative_and_support_services,12976
12850,1,2558,administrative services,administrative_and_support_services,71899
12870,1,142,administrative services,administrative_and_support_services,4970
12900,1,68,administrative services,administrative_and_support_services,3944
12930,1,2738,administrative services,administrative_and_support_services,69537
12950,1,39,administrative services,administrative_and_support_services,1783
13010,1,97,administrative services,administrative_and_support_services,3224
13310,1,398,administrative services,administrative_and_support_services,12722
13340,1,116,administrative services,administrative_and_support_services,4614
13450,1,332,administrative services,administrative_and_support_services,11713
13510,1,112,administrative services,administrative_and_support_services,4382
13550,1,146,administrative services,administrative_and_support_services,5381
13660,1,42,administrative services,administrative_and_support_services,2083
13800,1,942,administrative services,administrative_and_support_services,32329
13850,1,42,administrative services,administrative_and_support_services,1296
13910,1,188,administrative services,administrative_and_support_services,7563
14000,1,2238,administrative services,administrative_and_support_services,70798
14100,1,169,administrative services,administrative_and_support_services,6240
14170,1,3577,administrative services,administrative_and_support_services,99575
14200,1,180,administrative services,administrative_and_support_services,6393
14300,1,51,administrative services,administrative_and_support_services,2318
14350,1,367,administrative services,administrative_and_support_services,9463
14400,1,247,administrative services,administrative_and_support_services,9488
14500,1,1446,administrative services,administrative_and_support_services,54920
14550,1,76,administrative services,administrative_and_support_services,3239
14600,1,44,administrative services,administrative_and_support_services,2472
14650,1,2838,administrative services,administrative_and_support_services,85264
14700,1,590,administrative services,administrative_and_support_services,19292
14750,1,132,administrative services,administrative_and_support_services,4705
14850,1,574,administrative services,administrative_and_support_services,18168
14870,1,270,administrative services,administrative_and_support_services,7798
14900,1,2886,administrative services,administrative_and_support_services,83905
14920,1,58,administrative services,administrative_and_support_services,3013
14950,1,29,administrative services,administrative_and_support_services,1294
15050,1,1200,administrative services,administrative_and_support_services,34692
15240,1,1080,administrative services,administrative_and_support_services,30032
15270,1,273,administrative services,administrative_and_support_services,9689
15300,1,152,administrative services,administrative_and_support_services,5521
15350,1,432,administrative services,administrative_and_support_services,13999
15520,1,120,administrative services,administrative_and_support_services,4994
15560,1,24,administrative services,administrative_and_support_services,1716
15650,1,266,administrative services,administrative_and_support_services,6732
15700,1,222,administrative services,administrative_and_support_services,6229
15750,1,184,administrative services,administrative_and_support_services,5657
15800,1,53,administrative services,administrative_and_support_services,2325
15850,1,54,administrative services,administrative_and_support_services,2592
15900,1,2166,administrative services,administrative_and_support_services,73034
15950,1,1414,administrative services,administrative_and_support_services,40445
15990,1,4898,administrative services,administrative_and_support_services,129685
16100,1,49,administrative services,administrative_and_support_services,2241
16150,1,517,administrative services,administrative_and_support_services,17805
16200,1,155,administrative services,administrative_and_support_services,5840
16260,1,3798,administrative services,administrative_and_support_services,106593
16350,1,3126,administrative services,administrative_and_support_services,94859
16380,1,1101,administrative services,administrative_and_support_services,29655
16400,1,1034,administrative services,administrative_and_support_services,27602
16490,1,829,administrative services,administrative_and_support_services,29389
16550,1,2514,administrative services,administrative_and_support_services,68276
16610,1,242,administrative services,administrative_and_support_services,8265
16650,1,2566,administrative services,administrative_and_support_services,52827
16700,1,1946,administrative services,administrative_and_support_services,57245
16900,1,1031,administrative services,administrative_and_support_services,29606
16950,1,1511,administrative services,administrative_and_support_services,36330
17000,1,454,administrative services,administrative_and_support_services,10822
17040,1,327,administrative services,administrative_and_support_services,9860
17080,1,220,administrative services,administrative_and_support_services,5991
17100,1,796,administrative services,administrative_and_support_services,19618
17150,1,3609,administrative services,administrative_and_support_services,112765
17200,1,5021,administrative services,administrative_and_support_services,117252
17310,1,814,administrative services,administrative_and_support_services,25997
17350,1,54,administrative services,administrative_and_support_services,2514
17400,1,46,administrative services,administrative_and_support_services,2361
17420,1,2224,administrative services,administrative_and_support_services,80179
17550,1,1435,administrative services,administrative_and_support_services,35731
17620,1,165,administrative services,administrative_and_support_services,6298
17640,1,86,administrative services,administrative_and_support_services,3528
17650,1,65,administrative services,administrative_and_support_services,2633
17750,1,851,administrative services,administrative_and_support_services,29834
17850,1,32,administrative services,administrative_and_support_services,1414
17900,1,59,administrative services,administrative_and_support_services,2060
17950,1,18,administrative services,administrative_and_support_services,1149
18020,1,68,administrative services,administrative_and_support_services,3335
18050,1,1686,administrative services,administrative_and_support_services,36426
18100,1,31,administrative services,administrative_and_support_services,1437
18200,1,111,administrative services,administrative_and_support_services,2786
18230,1,602,administrative services,administrative_and_support_services,22142
18250,1,1276,administrative services,administrative_and_support_services,36309
18350,1,811,administrative services,administrative_and_support_services,20644
18400,1,697,administrative services,administrative_and_support_services,24054
18450,1,2991,administrative services,administrative_and_support_services,88251
18500,1,1024,administrative services,administrative_and_support_services,28005
18710,1,206,administrative services,administrative_and_support_services,8076
19399,1,27,administrative services,administrative_and_support_services,599
19499,1,155,administrative services,administrative_and_support_services,3331
19799,1,7,administrative services,administrative_and_support_services,130
20110,2,205,administrative services,administrative_and_support_services,5488
20260,2,95,administrative services,administrative_and_support_services,4708
20570,2,1102,administrative services,administrative_and_support_services,44716
20660,2,1776,administrative services,administrative_and_support_services,58915
20740,2,446,administrative services,administrative_and_support_services,12537
